MultilexDrug_ID,dmd_id,FullName, Year, IssueCount_midpoint6
1234;567;0,16276211000001106,DUMMY_NAME,2020,49132
1234;567;0,16276511000001109,DUMMY_NAME,2022,25651
1234;567;0,16276711000001104,DUMMY_NAME,2020,79148
1234;567;0,16276911000001102,DUMMY_NAME,2020,28118
1234;567;0,16277211000001108,DUMMY_NAME,2023,4667
1234;567;0,16278411000001106,DUMMY_NAME,2020,7906
1234;567;0,16279011000001107,DUMMY_NAME,2020,90724
1234;567;0,16279411000001103,DUMMY_NAME,2018,744
1234;567;0,16279611000001100,DUMMY_NAME,2020,111801
1234;567;0,16279811000001101,DUMMY_NAME,2020,111961
1234;567;0,16280011000001107,DUMMY_NAME,2020,92317
1234;567;0,16306511000001107,DUMMY_NAME,2018,4406
1234;567;0,16306711000001102,DUMMY_NAME,2022,5581
1234;567;0,16306911000001100,DUMMY_NAME,2020,66449
1234;567;0,163111000001101,DUMMY_NAME,2022,38268
1234;567;0,16328911000001109,DUMMY_NAME,2019,44737
1234;567;0,16329411000001109,DUMMY_NAME,2023,222
1234;567;0,16329711000001103,DUMMY_NAME,2018,114141
1234;567;0,16330111000001107,DUMMY_NAME,2018,78293
1234;567;0,16330311000001109,DUMMY_NAME,2018,57565
1234;567;0,16330511000001103,DUMMY_NAME,2022,90565
1234;567;0,16330711000001108,DUMMY_NAME,2022,31719
1234;567;0,16330911000001105,DUMMY_NAME,2023,25218
1234;567;0,16331111000001101,DUMMY_NAME,2021,71992
1234;567;0,163411000001106,DUMMY_NAME,2021,119216
1234;567;0,16342111000001105,DUMMY_NAME,2022,73918
1234;567;0,16343911000001101,DUMMY_NAME,2018,19129
1234;567;0,16344311000001100,DUMMY_NAME,2019,61188
1234;567;0,16345911000001100,DUMMY_NAME,2019,6323
1234;567;0,16349011000001102,DUMMY_NAME,2021,24119
1234;567;0,16351811000001109,DUMMY_NAME,2018,32354
1234;567;0,16352811000001100,DUMMY_NAME,2022,89566
1234;567;0,16353011000001102,DUMMY_NAME,2022,15001
1234;567;0,16353611000001109,DUMMY_NAME,2018,50076
1234;567;0,16353811000001108,DUMMY_NAME,2021,8115
1234;567;0,16355011000001101,DUMMY_NAME,2022,105460
1234;567;0,16356411000001101,DUMMY_NAME,2023,104853
1234;567;0,16357911000001107,DUMMY_NAME,2018,26254
1234;567;0,16358611000001102,DUMMY_NAME,2019,54158
1234;567;0,16359611000001106,DUMMY_NAME,2023,36469
1234;567;0,16360011000001103,DUMMY_NAME,2023,60184
1234;567;0,16360411000001107,DUMMY_NAME,2022,78435
1234;567;0,163711000001100,DUMMY_NAME,2021,88387
1234;567;0,16373311000001101,DUMMY_NAME,2020,64323
1234;567;0,16395311000001109,DUMMY_NAME,2019,112697
1234;567;0,16396111000001101,DUMMY_NAME,2019,31226
1234;567;0,16398111000001102,DUMMY_NAME,2021,64875
1234;567;0,164011000001100,DUMMY_NAME,2018,78008
1234;567;0,16411000001107,DUMMY_NAME,2018,17332
1234;567;0,16421711000001105,DUMMY_NAME,2020,12042
1234;567;0,16425811000001104,DUMMY_NAME,2021,67928
1234;567;0,16428411000001106,DUMMY_NAME,2020,56125
1234;567;0,16429011000001107,DUMMY_NAME,2022,16191
1234;567;0,16429211000001102,DUMMY_NAME,2023,37933
1234;567;0,16431211000001100,DUMMY_NAME,2023,39056
1234;567;0,16431611000001103,DUMMY_NAME,2019,13231
1234;567;0,16432411000001106,DUMMY_NAME,2021,77552
1234;567;0,16432611000001109,DUMMY_NAME,2022,118378
1234;567;0,164411000001109,DUMMY_NAME,2018,91302
1234;567;0,16441511000001103,DUMMY_NAME,2023,50614
1234;567;0,16442011000001103,DUMMY_NAME,2023,30379
1234;567;0,16442211000001108,DUMMY_NAME,2020,102104
1234;567;0,16443811000001101,DUMMY_NAME,2022,115528
1234;567;0,16445011000001108,DUMMY_NAME,2023,91323
1234;567;0,16446911000001100,DUMMY_NAME,2019,52532
1234;567;0,16447311000001103,DUMMY_NAME,2020,55093
1234;567;0,16447711000001104,DUMMY_NAME,2018,40714
1234;567;0,16447911000001102,DUMMY_NAME,2020,83647
1234;567;0,16448111000001104,DUMMY_NAME,2019,114441
1234;567;0,16448911000001101,DUMMY_NAME,2019,71140
1234;567;0,16449611000001103,DUMMY_NAME,2019,12529
1234;567;0,16449811000001104,DUMMY_NAME,2018,26829
1234;567;0,16450011000001100,DUMMY_NAME,2020,83342
1234;567;0,16450211000001105,DUMMY_NAME,2022,62314
1234;567;0,16450611000001107,DUMMY_NAME,2023,12069
1234;567;0,16450811000001106,DUMMY_NAME,2020,24457
1234;567;0,164511000001108,DUMMY_NAME,2019,94289
1234;567;0,16451411000001100,DUMMY_NAME,2022,72087
1234;567;0,16451611000001102,DUMMY_NAME,2020,81967
1234;567;0,16451811000001103,DUMMY_NAME,2023,116231
1234;567;0,16452011000001101,DUMMY_NAME,2021,51197
1234;567;0,16452311000001103,DUMMY_NAME,2023,29328
1234;567;0,16452611000001108,DUMMY_NAME,2022,18720
1234;567;0,16452911000001102,DUMMY_NAME,2023,72844
1234;567;0,16453111000001106,DUMMY_NAME,2020,102080
1234;567;0,16453311000001108,DUMMY_NAME,2023,110722
1234;567;0,16453711000001107,DUMMY_NAME,2018,25930
1234;567;0,16454511000001104,DUMMY_NAME,2021,75987
1234;567;0,16454711000001109,DUMMY_NAME,2023,15776
1234;567;0,16455411000001102,DUMMY_NAME,2018,71073
1234;567;0,16455911000001105,DUMMY_NAME,2018,109917
1234;567;0,16457211000001109,DUMMY_NAME,2021,56792
1234;567;0,16457411000001108,DUMMY_NAME,2020,64532
1234;567;0,16457611000001106,DUMMY_NAME,2018,28751
1234;567;0,16458511000001106,DUMMY_NAME,2022,81852
1234;567;0,16458911000001104,DUMMY_NAME,2018,46442
1234;567;0,16459111000001109,DUMMY_NAME,2021,16675
1234;567;0,16459311000001106,DUMMY_NAME,2020,93744
1234;567;0,16459511000001100,DUMMY_NAME,2021,108243
1234;567;0,16459711000001105,DUMMY_NAME,2019,81646
1234;567;0,16460811000001103,DUMMY_NAME,2021,103802
1234;567;0,164611000001107,DUMMY_NAME,2019,84427
1234;567;0,164711000001103,DUMMY_NAME,2018,34473
1234;567;0,16497711000001105,DUMMY_NAME,2019,91870
1234;567;0,16497911000001107,DUMMY_NAME,2019,64506
1234;567;0,16500111000001104,DUMMY_NAME,2020,92565
1234;567;0,16500511000001108,DUMMY_NAME,2020,62625
1234;567;0,16500811000001106,DUMMY_NAME,2021,48735
1234;567;0,165011000001101,DUMMY_NAME,2020,90306
1234;567;0,16501111000001105,DUMMY_NAME,2018,59484
1234;567;0,16501411000001100,DUMMY_NAME,2019,90667
1234;567;0,16501611000001102,DUMMY_NAME,2022,5617
1234;567;0,16501911000001108,DUMMY_NAME,2018,66
1234;567;0,16502111000001100,DUMMY_NAME,2020,91820
1234;567;0,16502311000001103,DUMMY_NAME,2023,96461
1234;567;0,16502511000001109,DUMMY_NAME,2022,8933
1234;567;0,16503411000001101,DUMMY_NAME,2022,45020
1234;567;0,16504111000001108,DUMMY_NAME,2022,91505
1234;567;0,16504811000001101,DUMMY_NAME,2023,58665
1234;567;0,16505011000001106,DUMMY_NAME,2020,93085
1234;567;0,16505611000001104,DUMMY_NAME,2020,51362
1234;567;0,16505711000001108,DUMMY_NAME,2021,2933
1234;567;0,16506911000001103,DUMMY_NAME,2020,74547
1234;567;0,16508011000001103,DUMMY_NAME,2019,19860
1234;567;0,16508411000001107,DUMMY_NAME,2018,98288
1234;567;0,16508611000001105,DUMMY_NAME,2022,23284
1234;567;0,16509011000001108,DUMMY_NAME,2018,82130
1234;567;0,16509711000001105,DUMMY_NAME,2022,38762
1234;567;0,16509911000001107,DUMMY_NAME,2022,101347
1234;567;0,16510611000001109,DUMMY_NAME,2019,21697
1234;567;0,16510911000001103,DUMMY_NAME,2022,23819
1234;567;0,16511211000001101,DUMMY_NAME,2021,16813
1234;567;0,16511411000001102,DUMMY_NAME,2020,96738
1234;567;0,16511611000001104,DUMMY_NAME,2019,98815
1234;567;0,16511811000001100,DUMMY_NAME,2020,38671
1234;567;0,16511911000001105,DUMMY_NAME,2021,20490
1234;567;0,16512211000001108,DUMMY_NAME,2023,44409
1234;567;0,16512711000001101,DUMMY_NAME,2018,34119
1234;567;0,16512911000001104,DUMMY_NAME,2023,116332
1234;567;0,16513311000001105,DUMMY_NAME,2021,110617
1234;567;0,16513811000001101,DUMMY_NAME,2020,21254
1234;567;0,16513911000001106,DUMMY_NAME,2018,110141
1234;567;0,16514311000001107,DUMMY_NAME,2022,3115
1234;567;0,16514611000001102,DUMMY_NAME,2022,69597
1234;567;0,16514811000001103,DUMMY_NAME,2023,31163
1234;567;0,16515211000001103,DUMMY_NAME,2022,15141
1234;567;0,16515311000001106,DUMMY_NAME,2022,51689
1234;567;0,16515511000001100,DUMMY_NAME,2018,72705
1234;567;0,16516411000001108,DUMMY_NAME,2018,111344
1234;567;0,16516711000001102,DUMMY_NAME,2023,63324
1234;567;0,16516911000001100,DUMMY_NAME,2021,63776
1234;567;0,16517411000001105,DUMMY_NAME,2023,68481
1234;567;0,16517611000001108,DUMMY_NAME,2020,86750
1234;567;0,16518011000001100,DUMMY_NAME,2018,37570
1234;567;0,16519211000001100,DUMMY_NAME,2020,76958
1234;567;0,16519411000001101,DUMMY_NAME,2019,18321
1234;567;0,16520811000001100,DUMMY_NAME,2023,117252
1234;567;0,16522211000001100,DUMMY_NAME,2021,45365
1234;567;0,16523011000001101,DUMMY_NAME,2021,34096
1234;567;0,16523311000001103,DUMMY_NAME,2019,14015
1234;567;0,16523611000001108,DUMMY_NAME,2023,100022
1234;567;0,16524311000001101,DUMMY_NAME,2018,91172
1234;567;0,16524711000001102,DUMMY_NAME,2020,6192
1234;567;0,16528311000001106,DUMMY_NAME,2019,2310
1234;567;0,16528811000001102,DUMMY_NAME,2021,104703
1234;567;0,16531611000001107,DUMMY_NAME,2020,9545
1234;567;0,16531811000001106,DUMMY_NAME,2022,120990
1234;567;0,16532011000001108,DUMMY_NAME,2018,15098
1234;567;0,16532211000001103,DUMMY_NAME,2022,115387
1234;567;0,16532611000001101,DUMMY_NAME,2020,119410
1234;567;0,16533211000001109,DUMMY_NAME,2021,28414
1234;567;0,16533411000001108,DUMMY_NAME,2021,2719
1234;567;0,16533811000001105,DUMMY_NAME,2022,87094
1234;567;0,16534211000001107,DUMMY_NAME,2023,38187
1234;567;0,16534511000001105,DUMMY_NAME,2023,12368
1234;567;0,16534711000001100,DUMMY_NAME,2023,112356
1234;567;0,16534911000001103,DUMMY_NAME,2018,114828
1234;567;0,16535111000001102,DUMMY_NAME,2022,34534
1234;567;0,16535311000001100,DUMMY_NAME,2023,64205
1234;567;0,16535611000001105,DUMMY_NAME,2023,111629
1234;567;0,16536511000001104,DUMMY_NAME,2022,89355
1234;567;0,16536611000001100,DUMMY_NAME,2020,42332
1234;567;0,16536711000001109,DUMMY_NAME,2021,57959
1234;567;0,16536811000001101,DUMMY_NAME,2023,82830
1234;567;0,16537111000001106,DUMMY_NAME,2018,13287
1234;567;0,16537611000001103,DUMMY_NAME,2018,87395
1234;567;0,16538011000001106,DUMMY_NAME,2019,36160
1234;567;0,16538311000001109,DUMMY_NAME,2022,57764
1234;567;0,16539111000001100,DUMMY_NAME,2022,3501
1234;567;0,16539311000001103,DUMMY_NAME,2018,82190
1234;567;0,16539511000001109,DUMMY_NAME,2021,35366
1234;567;0,16540011000001108,DUMMY_NAME,2022,51637
1234;567;0,16540211000001103,DUMMY_NAME,2022,6432
1234;567;0,16541011000001104,DUMMY_NAME,2021,89563
1234;567;0,165411000001105,DUMMY_NAME,2023,58820
1234;567;0,16541411000001108,DUMMY_NAME,2019,78962
1234;567;0,16541811000001105,DUMMY_NAME,2022,64045
1234;567;0,16542011000001107,DUMMY_NAME,2023,23805
1234;567;0,16542211000001102,DUMMY_NAME,2022,113084
1234;567;0,16542411000001103,DUMMY_NAME,2022,15373
1234;567;0,16542611000001100,DUMMY_NAME,2021,109377
1234;567;0,16542811000001101,DUMMY_NAME,2018,54698
1234;567;0,16543011000001103,DUMMY_NAME,2022,8197
1234;567;0,16543211000001108,DUMMY_NAME,2022,62849
1234;567;0,16543411000001107,DUMMY_NAME,2021,39914
1234;567;0,16544911000001102,DUMMY_NAME,2019,44437
1234;567;0,16545711000001100,DUMMY_NAME,2023,19106
1234;567;0,16546311000001109,DUMMY_NAME,2021,19827
1234;567;0,16546911000001105,DUMMY_NAME,2020,20828
1234;567;0,16547211000001104,DUMMY_NAME,2018,85848
1234;567;0,16547411000001100,DUMMY_NAME,2021,102694
1234;567;0,16547611000001102,DUMMY_NAME,2022,32190
1234;567;0,16547711000001106,DUMMY_NAME,2022,69354
1234;567;0,16548111000001106,DUMMY_NAME,2019,74581
1234;567;0,16550511000001102,DUMMY_NAME,2022,47007
1234;567;0,16550711000001107,DUMMY_NAME,2021,64992
1234;567;0,16550911000001109,DUMMY_NAME,2018,86636
1234;567;0,165511000001109,DUMMY_NAME,2021,10777
1234;567;0,16551111000001100,DUMMY_NAME,2020,36096
1234;567;0,16551511000001109,DUMMY_NAME,2022,71477
1234;567;0,16552211000001104,DUMMY_NAME,2020,29497
1234;567;0,16552411000001100,DUMMY_NAME,2020,15318
1234;567;0,16552611000001102,DUMMY_NAME,2020,30156
1234;567;0,16552811000001103,DUMMY_NAME,2018,30476
1234;567;0,16553211000001105,DUMMY_NAME,2019,48488
1234;567;0,16553611000001107,DUMMY_NAME,2021,119287
1234;567;0,16553811000001106,DUMMY_NAME,2022,42652
1234;567;0,16554011000001103,DUMMY_NAME,2018,68973
1234;567;0,16554411000001107,DUMMY_NAME,2023,118763
1234;567;0,16554611000001105,DUMMY_NAME,2021,58651
1234;567;0,16554811000001109,DUMMY_NAME,2021,23954
1234;567;0,16555011000001104,DUMMY_NAME,2019,27732
1234;567;0,16555211000001109,DUMMY_NAME,2021,47534
1234;567;0,16555411000001108,DUMMY_NAME,2019,86161
1234;567;0,16555711000001102,DUMMY_NAME,2021,56998
1234;567;0,16555911000001100,DUMMY_NAME,2022,58992
1234;567;0,16556211000001103,DUMMY_NAME,2023,29993
1234;567;0,16556511000001100,DUMMY_NAME,2018,17365
1234;567;0,16556711000001105,DUMMY_NAME,2019,120301
1234;567;0,16556911000001107,DUMMY_NAME,2021,33051
1234;567;0,16557111000001107,DUMMY_NAME,2020,67130
1234;567;0,16557811000001100,DUMMY_NAME,2022,113791
1234;567;0,16558111000001108,DUMMY_NAME,2022,110276
1234;567;0,16558311000001105,DUMMY_NAME,2021,58485
1234;567;0,16559011000001102,DUMMY_NAME,2023,82337
1234;567;0,16559211000001107,DUMMY_NAME,2022,22307
1234;567;0,16559411000001106,DUMMY_NAME,2019,42391
1234;567;0,16560211000001106,DUMMY_NAME,2021,2837
1234;567;0,16560611000001108,DUMMY_NAME,2023,105764
1234;567;0,16561511000001102,DUMMY_NAME,2020,86934
1234;567;0,16561611000001103,DUMMY_NAME,2018,68264
1234;567;0,16561911000001109,DUMMY_NAME,2021,48945
1234;567;0,16562311000001104,DUMMY_NAME,2023,92673
1234;567;0,16562711000001100,DUMMY_NAME,2018,86061
1234;567;0,16562911000001103,DUMMY_NAME,2022,68237
1234;567;0,16563111000001107,DUMMY_NAME,2023,22828
1234;567;0,16563311000001109,DUMMY_NAME,2019,53718
1234;567;0,16563411000001102,DUMMY_NAME,2021,3026
1234;567;0,16564111000001109,DUMMY_NAME,2019,9230
1234;567;0,16564711000001105,DUMMY_NAME,2019,69128
1234;567;0,16566411000001107,DUMMY_NAME,2019,32482
1234;567;0,16566811000001109,DUMMY_NAME,2018,38482
1234;567;0,16567711000001103,DUMMY_NAME,2019,44205
1234;567;0,16568411000001108,DUMMY_NAME,2023,59282
1234;567;0,16569011000001109,DUMMY_NAME,2022,18701
1234;567;0,16569611000001102,DUMMY_NAME,2021,77062
1234;567;0,16569811000001103,DUMMY_NAME,2019,18220
1234;567;0,16570011000001107,DUMMY_NAME,2022,112453
1234;567;0,16570211000001102,DUMMY_NAME,2021,45000
1234;567;0,16570411000001103,DUMMY_NAME,2018,43264
1234;567;0,16570711000001109,DUMMY_NAME,2021,15194
1234;567;0,16570911000001106,DUMMY_NAME,2023,86432
1234;567;0,165711000001104,DUMMY_NAME,2023,30494
1234;567;0,16573011000001102,DUMMY_NAME,2022,57283
1234;567;0,16573211000001107,DUMMY_NAME,2018,60673
1234;567;0,16573411000001106,DUMMY_NAME,2022,72847
1234;567;0,16574311000001102,DUMMY_NAME,2019,38286
1234;567;0,16574511000001108,DUMMY_NAME,2020,57992
1234;567;0,16574711000001103,DUMMY_NAME,2020,113922
1234;567;0,16575711000001104,DUMMY_NAME,2020,21495
1234;567;0,16576011000001105,DUMMY_NAME,2021,95857
1234;567;0,16576211000001100,DUMMY_NAME,2018,82255
1234;567;0,16576411000001101,DUMMY_NAME,2021,75834
1234;567;0,16576811000001104,DUMMY_NAME,2018,5997
1234;567;0,16577011000001108,DUMMY_NAME,2018,107505
1234;567;0,16577711000001105,DUMMY_NAME,2020,69420
1234;567;0,16580811000001105,DUMMY_NAME,2023,48713
1234;567;0,165811000001107,DUMMY_NAME,2019,120247
1234;567;0,16581411000001104,DUMMY_NAME,2018,120815
1234;567;0,16582711000001103,DUMMY_NAME,2018,90236
1234;567;0,16583111000001105,DUMMY_NAME,2020,26581
1234;567;0,16583311000001107,DUMMY_NAME,2021,61257
1234;567;0,16583611000001102,DUMMY_NAME,2018,1779
1234;567;0,16583811000001103,DUMMY_NAME,2022,64071
1234;567;0,16584211000001101,DUMMY_NAME,2020,103022
1234;567;0,16584411000001102,DUMMY_NAME,2018,50260
1234;567;0,16584611000001104,DUMMY_NAME,2020,33819
1234;567;0,16584811000001100,DUMMY_NAME,2021,48276
1234;567;0,16585311000001108,DUMMY_NAME,2022,45583
1234;567;0,16585511000001102,DUMMY_NAME,2022,83647
1234;567;0,16586111000001100,DUMMY_NAME,2019,94317
1234;567;0,16586411000001105,DUMMY_NAME,2018,4093
1234;567;0,16587411000001107,DUMMY_NAME,2019,5414
1234;567;0,16588311000001104,DUMMY_NAME,2021,32456
1234;567;0,16588711000001100,DUMMY_NAME,2022,49489
1234;567;0,16589611000001100,DUMMY_NAME,2020,16490
1234;567;0,16589911000001106,DUMMY_NAME,2020,101425
1234;567;0,16590611000001105,DUMMY_NAME,2021,122773
1234;567;0,16593711000001105,DUMMY_NAME,2023,2583
1234;567;0,16598511000001109,DUMMY_NAME,2019,65877
1234;567;0,16605011000001102,DUMMY_NAME,2019,111218
1234;567;0,16605711000001100,DUMMY_NAME,2018,93781
1234;567;0,16605911000001103,DUMMY_NAME,2023,59374
1234;567;0,16606111000001107,DUMMY_NAME,2023,114454
1234;567;0,16606811000001100,DUMMY_NAME,2021,59643
1234;567;0,166111000001106,DUMMY_NAME,2019,80354
1234;567;0,16614111000001103,DUMMY_NAME,2023,83532
1234;567;0,16620211000001107,DUMMY_NAME,2020,72721
1234;567;0,16620511000001105,DUMMY_NAME,2019,77454
1234;567;0,16620811000001108,DUMMY_NAME,2021,117850
1234;567;0,16621111000001107,DUMMY_NAME,2020,34758
1234;567;0,16621311000001109,DUMMY_NAME,2019,77477
1234;567;0,16621811000001100,DUMMY_NAME,2019,7152
1234;567;0,16622211000001108,DUMMY_NAME,2018,66120
1234;567;0,16624011000001109,DUMMY_NAME,2021,25565
1234;567;0,16624411000001100,DUMMY_NAME,2019,63825
1234;567;0,16625511000001100,DUMMY_NAME,2019,50680
1234;567;0,16625811000001102,DUMMY_NAME,2023,88352
1234;567;0,16627011000001101,DUMMY_NAME,2018,117771
1234;567;0,16628111000001104,DUMMY_NAME,2021,26514
1234;567;0,16629811000001104,DUMMY_NAME,2021,11289
1234;567;0,16630411000001108,DUMMY_NAME,2022,113554
1234;567;0,16630811000001105,DUMMY_NAME,2020,53400
1234;567;0,16631011000001108,DUMMY_NAME,2018,56086
1234;567;0,166311000001108,DUMMY_NAME,2018,22046
1234;567;0,16631211000001103,DUMMY_NAME,2023,110773
1234;567;0,16631411000001104,DUMMY_NAME,2019,22219
1234;567;0,16638511000001105,DUMMY_NAME,2022,425
1234;567;0,16638711000001100,DUMMY_NAME,2020,21621
1234;567;0,16639011000001107,DUMMY_NAME,2021,40009
1234;567;0,16640211000001105,DUMMY_NAME,2018,3388
1234;567;0,16641011000001109,DUMMY_NAME,2020,96337
1234;567;0,166411000001101,DUMMY_NAME,2023,88659
1234;567;0,16641211000001104,DUMMY_NAME,2021,65076
1234;567;0,16644911000001106,DUMMY_NAME,2020,59127
1234;567;0,16646111000001101,DUMMY_NAME,2022,74326
1234;567;0,16649711000001105,DUMMY_NAME,2022,38093
1234;567;0,16649911000001107,DUMMY_NAME,2020,54743
1234;567;0,16650211000001108,DUMMY_NAME,2018,24179
1234;567;0,16655011000001109,DUMMY_NAME,2018,83967
1234;567;0,16655511000001101,DUMMY_NAME,2021,100941
1234;567;0,16655611000001102,DUMMY_NAME,2023,71503
1234;567;0,16655911000001108,DUMMY_NAME,2020,113219
1234;567;0,16656111000001104,DUMMY_NAME,2022,61471
1234;567;0,16656311000001102,DUMMY_NAME,2023,110463
1234;567;0,16656511000001108,DUMMY_NAME,2021,16990
1234;567;0,16656911000001101,DUMMY_NAME,2023,93290
1234;567;0,16657411000001106,DUMMY_NAME,2019,33491
1234;567;0,16657611000001109,DUMMY_NAME,2023,86769
1234;567;0,16657811000001108,DUMMY_NAME,2023,67267
1234;567;0,16658011000001101,DUMMY_NAME,2023,85512
1234;567;0,16659711000001108,DUMMY_NAME,2018,116640
1234;567;0,16660411000001103,DUMMY_NAME,2020,68091
1234;567;0,16663111000001101,DUMMY_NAME,2021,40302
1234;567;0,16663311000001104,DUMMY_NAME,2019,112036
1234;567;0,16663511000001105,DUMMY_NAME,2022,75294
1234;567;0,16663911000001103,DUMMY_NAME,2019,26838
1234;567;0,16664411000001109,DUMMY_NAME,2019,27669
1234;567;0,16666611000001103,DUMMY_NAME,2019,30102
1234;567;0,16667511000001100,DUMMY_NAME,2021,112453
1234;567;0,16670311000001103,DUMMY_NAME,2023,114210
1234;567;0,166711000001107,DUMMY_NAME,2021,103957
1234;567;0,16672711000001100,DUMMY_NAME,2021,89548
1234;567;0,16672911000001103,DUMMY_NAME,2019,90401
1234;567;0,16673111000001107,DUMMY_NAME,2023,29555
1234;567;0,16676011000001103,DUMMY_NAME,2021,44242
1234;567;0,16676211000001108,DUMMY_NAME,2023,60433
1234;567;0,16676411000001107,DUMMY_NAME,2019,18631
1234;567;0,16676811000001109,DUMMY_NAME,2018,58437
1234;567;0,16678111000001103,DUMMY_NAME,2022,31589
1234;567;0,16678311000001101,DUMMY_NAME,2022,11058
1234;567;0,16678511000001107,DUMMY_NAME,2020,84717
1234;567;0,16678711000001102,DUMMY_NAME,2020,62261
1234;567;0,16678911000001100,DUMMY_NAME,2018,75589
1234;567;0,16679111000001105,DUMMY_NAME,2023,73700
1234;567;0,16679511000001101,DUMMY_NAME,2022,108532
1234;567;0,16679711000001106,DUMMY_NAME,2020,80234
1234;567;0,16680211000001104,DUMMY_NAME,2020,82061
1234;567;0,16680411000001100,DUMMY_NAME,2020,49539
1234;567;0,16680611000001102,DUMMY_NAME,2023,89873
1234;567;0,16681411000001109,DUMMY_NAME,2023,32527
1234;567;0,16681811000001106,DUMMY_NAME,2019,109597
1234;567;0,16682611000001101,DUMMY_NAME,2018,78786
1234;567;0,16682811000001102,DUMMY_NAME,2023,92162
1234;567;0,16684711000001100,DUMMY_NAME,2018,91830
1234;567;0,16684911000001103,DUMMY_NAME,2020,1346
1234;567;0,16685511000001106,DUMMY_NAME,2020,63629
1234;567;0,16685911000001104,DUMMY_NAME,2021,49880
1234;567;0,166911000001109,DUMMY_NAME,2020,54771
1234;567;0,16696711000001105,DUMMY_NAME,2020,82324
1234;567;0,16696911000001107,DUMMY_NAME,2021,12351
1234;567;0,16697111000001107,DUMMY_NAME,2021,74375
1234;567;0,16699911000001103,DUMMY_NAME,2019,72413
1234;567;0,16700111000001100,DUMMY_NAME,2019,98202
1234;567;0,16700311000001103,DUMMY_NAME,2021,106152
1234;567;0,16700511000001109,DUMMY_NAME,2020,13231
1234;567;0,16700711000001104,DUMMY_NAME,2023,111421
1234;567;0,16701111000001106,DUMMY_NAME,2020,78507
1234;567;0,16701411000001101,DUMMY_NAME,2019,98267
1234;567;0,16702211000001107,DUMMY_NAME,2023,76968
1234;567;0,16703411000001102,DUMMY_NAME,2020,33438
1234;567;0,16703611000001104,DUMMY_NAME,2019,50008
1234;567;0,16703911000001105,DUMMY_NAME,2021,16767
1234;567;0,16704111000001109,DUMMY_NAME,2023,61982
1234;567;0,16724711000001103,DUMMY_NAME,2019,42067
1234;567;0,16725911000001102,DUMMY_NAME,2021,50862
1234;567;0,16726811000001104,DUMMY_NAME,2022,94796
1234;567;0,16727111000001109,DUMMY_NAME,2022,67368
1234;567;0,16727711000001105,DUMMY_NAME,2018,55365
1234;567;0,16728711000001106,DUMMY_NAME,2018,56280
1234;567;0,16730511000001102,DUMMY_NAME,2019,110996
1234;567;0,16730711000001107,DUMMY_NAME,2022,26373
1234;567;0,16730911000001109,DUMMY_NAME,2019,79780
1234;567;0,16731111000001100,DUMMY_NAME,2019,59149
1234;567;0,16731311000001103,DUMMY_NAME,2018,49410
1234;567;0,16732011000001109,DUMMY_NAME,2018,115915
1234;567;0,16732411000001100,DUMMY_NAME,2022,48888
1234;567;0,16732611000001102,DUMMY_NAME,2021,40969
1234;567;0,167411000001104,DUMMY_NAME,2021,20103
1234;567;0,16741611000001107,DUMMY_NAME,2018,57576
1234;567;0,16741811000001106,DUMMY_NAME,2020,93394
1234;567;0,16742111000001109,DUMMY_NAME,2021,26939
1234;567;0,16742511000001100,DUMMY_NAME,2023,20613
1234;567;0,16743011000001104,DUMMY_NAME,2022,115937
1234;567;0,16747011000001105,DUMMY_NAME,2023,29996
1234;567;0,16748511000001103,DUMMY_NAME,2022,95428
1234;567;0,16748711000001108,DUMMY_NAME,2020,86016
1234;567;0,16748911000001105,DUMMY_NAME,2019,99267
1234;567;0,16749111000001100,DUMMY_NAME,2023,27823
1234;567;0,16749311000001103,DUMMY_NAME,2020,32290
1234;567;0,16749411000001105,DUMMY_NAME,2021,109058
1234;567;0,16749711000001104,DUMMY_NAME,2021,38527
1234;567;0,167611000001101,DUMMY_NAME,2021,57515
1234;567;0,167911000001107,DUMMY_NAME,2022,74834
1234;567;0,168411000001100,DUMMY_NAME,2019,89120
1234;567;0,169111000001103,DUMMY_NAME,2018,49058
1234;567;0,169211000001109,DUMMY_NAME,2021,66144
1234;567;0,169611000001106,DUMMY_NAME,2021,53198
1234;567;0,16968111000001109,DUMMY_NAME,2018,80534
1234;567;0,169711000001102,DUMMY_NAME,2019,68837
1234;567;0,16971211000001104,DUMMY_NAME,2019,15622
1234;567;0,16971411000001100,DUMMY_NAME,2019,88908
1234;567;0,16971611000001102,DUMMY_NAME,2023,88001
1234;567;0,16971811000001103,DUMMY_NAME,2021,60331
1234;567;0,16972011000001101,DUMMY_NAME,2019,20820
1234;567;0,169811000001105,DUMMY_NAME,2023,86167
1234;567;0,16998411000001102,DUMMY_NAME,2020,104786
1234;567;0,16998911000001105,DUMMY_NAME,2023,113889
1234;567;0,16999411000001105,DUMMY_NAME,2021,118858
1234;567;0,17000911000001100,DUMMY_NAME,2022,79990
1234;567;0,170011000001101,DUMMY_NAME,2018,86503
1234;567;0,17011211000001100,DUMMY_NAME,2019,88388
1234;567;0,17012211000001107,DUMMY_NAME,2021,45562
1234;567;0,17012411000001106,DUMMY_NAME,2020,478
1234;567;0,17012611000001109,DUMMY_NAME,2018,52699
1234;567;0,17014711000001105,DUMMY_NAME,2020,32527
